symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GME,2017-01-25 00:00:00+00:00,24.17,24.22,23.93,24.0,1887723,19.6578533774,19.6985191891,19.4626574812,19.5195896176,1887723,0.0,1.0
GME,2017-01-26 00:00:00+00:00,24.22,24.69,24.1211,24.25,3160332,19.6985191891,20.0807778191,19.6180822135,19.7229186761,3160332,0.0,1.0
GME,2017-01-27 00:00:00+00:00,24.31,24.5,23.96,24.28,2669370,19.7717176501,19.9262477346,19.4870569682,19.7473181631,2669370,0.0,1.0
GME,2017-01-30 00:00:00+00:00,24.18,24.23,23.845,24.12,1731283,19.6659865397,19.7066523514,19.3935256013,19.6171875657,1731283,0.0,1.0
GME,2017-01-31 00:00:00+00:00,24.49,24.54,23.86,23.98,1596944,19.9181145723,19.958780384,19.4057253448,19.5033232929,1596944,0.0,1.0
GME,2017-02-01 00:00:00+00:00,24.3,24.635,24.08,24.49,1752944,19.7635844878,20.0360454262,19.5846549163,19.9181145723,1752944,0.0,1.0
GME,2017-02-02 00:00:00+00:00,24.38,24.58,24.27,24.39,1651816,19.8286497865,19.9913130333,19.7391850008,19.8367829489,1651816,0.0,1.0
GME,2017-02-03 00:00:00+00:00,24.74,24.9,24.28,24.35,2242685,20.1214436308,20.2515742282,19.7473181631,19.8042502995,2242685,0.0,1.0
GME,2017-02-06 00:00:00+00:00,24.68,24.945,24.52,24.74,1704557,20.0726446567,20.2881734588,19.9425140593,20.1214436308,1704557,0.0,1.0
GME,2017-02-07 00:00:00+00:00,24.63,24.995,24.51,24.7,2179561,20.031978845,20.3288392705,19.934380897,20.0889109814,2179561,0.0,1.0
GME,2017-02-08 00:00:00+00:00,24.79,24.855,24.5366,24.59,1388358,20.1621094425,20.2149749977,19.9560151088,19.9994461957,1388358,0.0,1.0
GME,2017-02-09 00:00:00+00:00,25.39,25.4,24.75,24.87,1488298,20.6500991829,20.6582323453,20.1295767931,20.2271747412,1488298,0.0,1.0
GME,2017-02-10 00:00:00+00:00,25.66,25.75,25.29,25.52,1520994,20.8696945661,20.9428930272,20.5687675595,20.7558302934,1520994,0.0,1.0
GME,2017-02-13 00:00:00+00:00,25.37,25.8499,25.295,25.75,1470853,20.6338328583,21.024143319,20.5728341407,20.9428930272,1470853,0.0,1.0
GME,2017-02-14 00:00:00+00:00,25.74,25.87,25.25,25.27,1542816,20.9347598649,21.0404909753,20.5362349102,20.5525012348,1542816,0.0,1.0
GME,2017-02-15 00:00:00+00:00,25.78,26.08,25.54,25.75,2146934,20.9672925142,21.2112873844,20.772096618,20.9428930272,2146934,0.0,1.0
GME,2017-02-16 00:00:00+00:00,25.42,25.88,25.3,25.7,1795835,20.67449867,21.0486241376,20.5769007219,20.9022272155,1795835,0.0,1.0
GME,2017-02-17 00:00:00+00:00,25.57,25.605,25.291,25.37,1241751,20.7964961051,20.8249621733,20.5695808758,20.6338328583,1241751,0.0,1.0
GME,2017-02-21 00:00:00+00:00,26.22,26.25,25.75,25.84,2720292,21.3251516572,21.3495511442,20.9428930272,21.0160914883,2720292,0.0,1.0
GME,2017-02-22 00:00:00+00:00,26.26,26.3,26.02,26.2,1378119,21.3576843066,21.3902169559,21.1624884104,21.3088853325,1378119,0.0,1.0
GME,2017-02-23 00:00:00+00:00,25.56,26.34,25.52,26.32,2462187,20.7883629427,21.4227496053,20.7558302934,21.4064832806,2462187,0.0,1.0
GME,2017-02-24 00:00:00+00:00,26.28,26.5,25.45,25.55,1991788,21.3739506313,21.5528802027,20.698898157,20.7802297804,1991788,0.0,1.0
GME,2017-02-27 00:00:00+00:00,26.52,26.6799,25.68,26.21,2301367,21.5691465274,21.6991957933,20.8859608908,21.3170184949,2301367,0.0,1.0
GME,2017-02-28 00:00:00+00:00,24.44,26.33,23.57,26.33,77579,19.8774487606,21.414616443,19.1698636369,21.414616443,77579,0.0,1.0
GME,2017-03-01 00:00:00+00:00,24.48,24.93,24.2801,24.57,3341487,19.9099814099,20.2759737153,19.7473994947,19.983179871,3341487,0.0,1.0
GME,2017-03-02 00:00:00+00:00,24.98,25.1,24.45,24.47,2475368,20.316639527,20.4142374751,19.8855819229,19.9018482476,2475368,0.0,1.0
GME,2017-03-03 00:00:00+00:00,25.28,25.32,25.01,25.06,1831052,20.5606343972,20.5931670466,20.341039014,20.3817048257,1831052,0.0,1.0
GME,2017-03-06 00:00:00+00:00,24.91,25.3,24.71,25.28,2275560,20.2597073906,20.5769007219,20.0970441438,20.5606343972,2275560,0.0,1.0
GME,2017-03-07 00:00:00+00:00,24.67,24.87,24.42,24.79,2314576,20.0645114944,20.2271747412,19.8611824359,20.1621094425,2314576,0.0,1.0
GME,2017-03-08 00:00:00+00:00,25.0,25.165,24.61,24.75,2380412,20.3329058516,20.4671030303,20.0157125204,20.1295767931,2380412,0.0,1.0
GME,2017-03-09 00:00:00+00:00,25.0,25.24,24.82,25.0,2398745,20.3329058516,20.5281017478,20.1865089295,20.3329058516,2398745,0.0,1.0
GME,2017-03-10 00:00:00+00:00,25.18,25.3,24.63,24.63,3049363,20.7883629427,20.8874337749,20.3342882954,20.3342882954,3049363,0.38,1.0
GME,2017-03-13 00:00:00+00:00,24.19,24.8,24.11,24.77,3940079,19.9710285776,20.474638641,19.9049813562,20.4498709329,3940079,0.0,1.0
GME,2017-03-14 00:00:00+00:00,24.56,24.635,24.0,24.18,1850054,20.2764969767,20.3384162468,19.8141664267,19.9627726749,1850054,0.0,1.0
GME,2017-03-15 00:00:00+00:00,24.67,24.78,24.3,24.66,2896546,20.3673119062,20.4581268356,20.0618435071,20.3590560035,2896546,0.0,1.0
GME,2017-03-16 00:00:00+00:00,24.26,24.6,24.04,24.59,3134073,20.0288198964,20.3095205874,19.8471900375,20.3012646847,3134073,0.0,1.0
GME,2017-03-17 00:00:00+00:00,24.64,24.67,24.2,24.29,5429112,20.3425441981,20.3673119062,19.9792844803,20.0535876044,5429112,0.0,1.0
GME,2017-03-20 00:00:00+00:00,23.88,24.84,23.755,24.66,4116218,19.7150955946,20.5076622517,19.6118968111,20.3590560035,4116218,0.0,1.0
GME,2017-03-21 00:00:00+00:00,24.01,24.14,23.41,24.03,2850973,19.8224223294,19.9297490642,19.3270681688,19.8389341348,2850973,0.0,1.0
GME,2017-03-22 00:00:00+00:00,24.09,24.11,23.76,24.02,2042502,19.8884695508,19.9049813562,19.6160247625,19.8306782321,2042502,0.0,1.0
GME,2017-03-23 00:00:00+00:00,23.96,24.44,23.8,24.15,4662208,19.781142816,20.1774261446,19.6490483732,19.9380049669,4662208,0.0,1.0
GME,2017-03-24 00:00:00+00:00,20.7,21.56,20.66,21.37,15943366,17.0897185431,17.7997261734,17.0566949324,17.6428640225,15943366,0.0,1.0
GME,2017-03-27 00:00:00+00:00,20.85,21.09,20.24,20.33,6962299,17.2135570832,17.4116987475,16.7099470199,16.784250144,6962299,0.0,1.0
GME,2017-03-28 00:00:00+00:00,21.72,21.78,20.73,20.88,4278585,17.9318206162,17.9813560323,17.1144862511,17.2383247913,4278585,0.0,1.0
GME,2017-03-29 00:00:00+00:00,21.95,22.14,21.57,21.78,3258306,18.1217063778,18.2785685287,17.807982076,17.9813560323,3258306,0.0,1.0
GME,2017-03-30 00:00:00+00:00,22.46,22.49,21.86,21.9,2222340,18.5427574144,18.5675251224,18.0474032537,18.0804268644,2222340,0.0,1.0
GME,2017-03-31 00:00:00+00:00,22.55,22.74,22.37,22.46,2934179,18.6170605385,18.7739226893,18.4684542903,18.5427574144,2934179,0.0,1.0
GME,2017-04-03 00:00:00+00:00,22.0,22.62,21.915,22.52,2709121,18.1629858912,18.6748518572,18.0928107184,18.5922928304,2709121,0.0,1.0
GME,2017-04-04 00:00:00+00:00,21.98,22.21,21.74,21.94,2236866,18.1464740858,18.3363598474,17.9483324216,18.1134504751,2236866,0.0,1.0
GME,2017-04-05 00:00:00+00:00,21.76,22.29,21.74,22.19,2168922,17.9648442269,18.4024070688,17.9483324216,18.3198480421,2168922,0.0,1.0
GME,2017-04-06 00:00:00+00:00,21.84,22.17,21.74,21.96,3296184,18.0308914483,18.3033362367,17.9483324216,18.1299622805,3296184,0.0,1.0
GME,2017-04-07 00:00:00+00:00,21.66,22.0209,21.58,21.82,3754542,17.8822852001,18.1802407278,17.8162379787,18.014379643,3754542,0.0,1.0
GME,2017-04-10 00:00:00+00:00,21.88,22.12,21.56,21.6,2345264,18.063915059,18.2620567233,17.7997261734,17.8327497841,2345264,0.0,1.0
GME,2017-04-11 00:00:00+00:00,22.11,22.15,21.68,21.8,2718362,18.2538008206,18.2868244314,17.8987970055,17.9978678376,2718362,0.0,1.0
GME,2017-04-12 00:00:00+00:00,22.07,22.18,21.87,22.18,1883111,18.2207772099,18.3115921394,18.0556591564,18.3115921394,1883111,0.0,1.0
GME,2017-04-13 00:00:00+00:00,22.38,22.44,21.98,22.06,3663608,18.4767101929,18.526245609,18.1464740858,18.2125213073,3663608,0.0,1.0
GME,2017-04-17 00:00:00+00:00,22.89,22.95,22.4,22.45,3554452,18.8977612295,18.9472966456,18.4932219983,18.5345015117,3554452,0.0,1.0
GME,2017-04-18 00:00:00+00:00,22.84,22.98,22.61,22.84,1986277,18.8564817161,18.9720643536,18.6665959545,18.8564817161,1986277,0.0,1.0
GME,2017-04-19 00:00:00+00:00,22.78,23.13,22.76,22.92,1680470,18.8069463001,19.0959028938,18.7904344947,18.9225289375,1680470,0.0,1.0
GME,2017-04-20 00:00:00+00:00,23.19,23.425,22.9499,22.95,1906598,19.1454383098,19.3394520228,18.9472140865,18.9472966456,1906598,0.0,1.0
GME,2017-04-21 00:00:00+00:00,23.19,23.27,22.94,23.24,1766850,19.1454383098,19.2114855313,18.9390407429,19.1867178232,1766850,0.0,1.0
GME,2017-04-24 00:00:00+00:00,23.22,23.49,22.96,23.4,2716415,19.1702060179,19.3931153902,18.9555525483,19.3188122661,2716415,0.0,1.0
GME,2017-04-25 00:00:00+00:00,23.4,23.49,23.1,23.32,1357592,19.3188122661,19.3931153902,19.0711351857,19.2527650447,1357592,0.0,1.0
GME,2017-04-26 00:00:00+00:00,23.65,23.975,23.31,23.42,2208656,19.525209833,19.7935266701,19.244509142,19.3353240714,2208656,0.0,1.0
GME,2017-04-27 00:00:00+00:00,23.1,23.71,23.04,23.67,2943143,19.0711351857,19.5747452491,19.0215997697,19.5417216384,2943143,0.0,1.0
GME,2017-04-28 00:00:00+00:00,22.69,23.09,22.47,23.09,3103266,18.732643176,19.0628792831,18.551013317,19.0628792831,3103266,0.0,1.0
GME,2017-05-01 00:00:00+00:00,22.78,23.24,22.56,22.77,2744796,18.8069463001,19.1867178232,18.6253164411,18.7986903974,2744796,0.0,1.0
GME,2017-05-02 00:00:00+00:00,23.44,23.55,22.74,22.83,1788151,19.3518358768,19.4426508062,18.7739226893,18.8482258134,1788151,0.0,1.0
GME,2017-05-03 00:00:00+00:00,23.97,24.0,23.38,23.46,3127313,19.7893987187,19.8141664267,19.3023004607,19.3683476821,3127313,0.0,1.0
GME,2017-05-04 00:00:00+00:00,23.57,24.14,23.53,23.98,1463951,19.4591626116,19.9297490642,19.4261390009,19.7976546214,1463951,0.0,1.0
GME,2017-05-05 00:00:00+00:00,24.0,24.01,23.58,23.7,1170559,19.8141664267,19.8224223294,19.4674185143,19.5664893464,1170559,0.0,1.0
GME,2017-05-08 00:00:00+00:00,24.38,24.47,23.84,24.0,2214712,20.1278907285,20.2021938526,19.6820719839,19.8141664267,2214712,0.0,1.0
GME,2017-05-09 00:00:00+00:00,24.49,24.74,24.09,24.33,1950048,20.218705658,20.4251032249,19.8884695508,20.0866112151,1950048,0.0,1.0
GME,2017-05-10 00:00:00+00:00,24.95,25.13,24.44,24.54,2402970,20.5984771811,20.7470834293,20.1774261446,20.2599851713,2402970,0.0,1.0
GME,2017-05-11 00:00:00+00:00,24.35,25.31,24.24,25.11,3046323,20.1031230205,20.8956896775,20.012308091,20.730571624,3046323,0.0,1.0
GME,2017-05-12 00:00:00+00:00,24.03,24.35,23.78,24.28,1818389,19.8389341348,20.1031230205,19.6325365678,20.0453317017,1818389,0.0,1.0
GME,2017-05-15 00:00:00+00:00,24.36,24.68,24.1,24.14,2127992,20.1113789231,20.3755678088,19.8967254535,19.9297490642,2127992,0.0,1.0
GME,2017-05-16 00:00:00+00:00,24.47,24.51,23.9,24.33,2033390,20.2021938526,20.2352174633,19.7316074,20.0866112151,2033390,0.0,1.0
GME,2017-05-17 00:00:00+00:00,23.84,24.38,23.75,24.15,2206395,19.6820719839,20.1278907285,19.6077688598,19.9380049669,2206395,0.0,1.0
GME,2017-05-18 00:00:00+00:00,23.78,24.05,23.52,23.94,1742590,19.6325365678,19.8554459401,19.4178830982,19.7646310107,1742590,0.0,1.0
GME,2017-05-19 00:00:00+00:00,24.22,24.305,23.58,23.8,2669567,19.9957962857,20.0659714584,19.4674185143,19.6490483732,2669567,0.0,1.0
GME,2017-05-22 00:00:00+00:00,24.05,24.5995,24.04,24.35,2440814,19.8554459401,20.3091077923,19.8471900375,20.1031230205,2440814,0.0,1.0
GME,2017-05-23 00:00:00+00:00,22.66,24.37,22.63,24.37,5631746,18.7078754679,20.1196348258,18.6831077599,20.1196348258,5631746,0.0,1.0
GME,2017-05-24 00:00:00+00:00,22.71,22.87,22.43,22.61,2448082,18.7491549813,18.8812494242,18.5179897063,18.6665959545,2448082,0.0,1.0
GME,2017-05-25 00:00:00+00:00,23.62,23.67,22.73,23.6,7178593,19.500442125,19.5417216384,18.7656667867,19.4839303196,7178593,0.0,1.0
GME,2017-05-26 00:00:00+00:00,22.22,22.41,21.25,22.12,14201951,18.3446157501,18.501477901,17.5437931903,18.2620567233,14201951,0.0,1.0
GME,2017-05-30 00:00:00+00:00,22.57,22.93,22.1701,22.18,5531971,18.6335723438,18.9307848402,18.3034187957,18.3115921394,5531971,0.0,1.0
GME,2017-05-31 00:00:00+00:00,22.14,22.695,21.89,22.64,5004112,18.2785685287,18.7367711273,18.0721709617,18.6913636626,5004112,0.0,1.0
GME,2017-06-01 00:00:00+00:00,22.78,22.96,22.11,22.15,3689032,18.8069463001,18.9555525483,18.2538008206,18.2868244314,3689032,0.0,1.0
GME,2017-06-02 00:00:00+00:00,22.67,22.78,22.35,22.73,2345955,18.7161313706,18.8069463001,18.4519424849,18.7656667867,2345955,0.0,1.0
GME,2017-06-05 00:00:00+00:00,22.48,22.57,21.96,22.25,1955655,18.8729935215,18.9485526592,18.4364296144,18.6798979472,1955655,0.38,1.0
GME,2017-06-06 00:00:00+00:00,21.9,22.36,21.89,22.25,3103404,18.3860568559,18.7722480045,18.3776613961,18.6798979472,3103404,0.0,1.0
GME,2017-06-07 00:00:00+00:00,22.04,22.21,21.83,21.96,2154787,18.5035932924,18.6463161082,18.3272886376,18.4364296144,2154787,0.0,1.0
GME,2017-06-08 00:00:00+00:00,21.37,22.43,21.33,22.15,3610469,17.9410974891,18.8310162227,17.90751565,18.5959433497,3610469,0.0,1.0
GME,2017-06-09 00:00:00+00:00,22.01,22.085,21.3,21.33,2948593,18.4784069132,18.5413728613,17.8823292708,17.90751565,2948593,0.0,1.0
GME,2017-06-12 00:00:00+00:00,21.71,22.15,21.59,21.94,3281874,18.2265431206,18.5959433497,18.1257976036,18.4196386949,3281874,0.0,1.0
GME,2017-06-13 00:00:00+00:00,21.98,22.17,21.57,21.78,1915224,18.4532205339,18.6127342692,18.1090066841,18.2853113389,1915224,0.0,1.0
GME,2017-06-14 00:00:00+00:00,21.63,21.96,21.25,21.96,2478797,18.1593794426,18.4364296144,17.840351972,18.4364296144,2478797,0.0,1.0
GME,2017-06-15 00:00:00+00:00,21.22,21.65,21.14,21.52,2277117,17.8151655928,18.1761703621,17.7480019148,18.0670293853,2277117,0.0,1.0
GME,2017-06-16 00:00:00+00:00,20.59,21.17,20.5,21.12,3678940,17.2862516284,17.773188294,17.2106924907,17.7312109953,3678940,0.0,1.0
GME,2017-06-19 00:00:00+00:00,20.8,20.97,20.35,20.65,2133411,17.4625562832,17.605279099,17.0847605944,17.3366243869,2133411,0.0,1.0
GME,2017-06-20 00:00:00+00:00,20.64,20.7765,20.47,20.72,1795239,17.3282289272,17.4428269528,17.1855061114,17.3953926052,1795239,0.0,1.0
GME,2017-06-21 00:00:00+00:00,20.46,20.95,20.29,20.66,2193078,17.1771106517,17.5884881795,17.0343878359,17.3450198467,2193078,0.0,1.0
GME,2017-06-22 00:00:00+00:00,20.54,20.785,20.44,20.49,4175723,17.2442743297,17.4499630936,17.1603197322,17.2022970309,4175723,0.0,1.0
GME,2017-06-23 00:00:00+00:00,20.65,20.66,20.261,20.47,1725255,17.3366243869,17.3450198467,17.0100410026,17.1855061114,1725255,0.0,1.0
GME,2017-06-26 00:00:00+00:00,21.13,21.17,20.66,20.67,2305702,17.739606455,17.773188294,17.3450198467,17.3534153064,2305702,0.0,1.0
GME,2017-06-27 00:00:00+00:00,21.38,21.495,21.04,21.07,1747217,17.9494929488,18.0460407359,17.6640473173,17.6892336965,1747217,0.0,1.0
GME,2017-06-28 00:00:00+00:00,21.51,21.76,21.43,21.5,3159285,18.0586339256,18.2685204194,17.9914702476,18.0502384658,3159285,0.0,1.0
GME,2017-06-29 00:00:00+00:00,21.61,21.78,21.28,21.56,1721330,18.1425885231,18.2853113389,17.8655383513,18.1006112243,1721330,0.0,1.0
GME,2017-06-30 00:00:00+00:00,21.61,21.8,21.385,21.75,1135065,18.1425885231,18.3021022584,17.9536906787,18.2601249596,1135065,0.0,1.0
GME,2017-07-03 00:00:00+00:00,21.6,22.0,21.56,21.77,1409388,18.1341930633,18.4700114534,18.1006112243,18.2769158791,1409388,0.0,1.0
GME,2017-07-05 00:00:00+00:00,21.51,21.71,21.38,21.56,2678846,18.0586339256,18.2265431206,17.9494929488,18.1006112243,2678846,0.0,1.0
GME,2017-07-06 00:00:00+00:00,21.12,21.54,21.07,21.37,1508270,17.7312109953,18.0838203048,17.6892336965,17.9410974891,1508270,0.0,1.0
GME,2017-07-07 00:00:00+00:00,20.91,21.28,20.86,21.15,1855907,17.5549063405,17.8655383513,17.5129290417,17.7563973745,1855907,0.0,1.0
GME,2017-07-10 00:00:00+00:00,20.89,21.02,20.79,20.89,1645084,17.538115421,17.6472563977,17.4541608235,17.538115421,1645084,0.0,1.0
GME,2017-07-11 00:00:00+00:00,20.96,21.065,20.81,20.96,1165059,17.5968836392,17.6850359666,17.470951743,17.5968836392,1165059,0.0,1.0
GME,2017-07-12 00:00:00+00:00,20.99,21.26,20.98,21.15,1087010,17.6220700185,17.8487474318,17.6136745587,17.7563973745,1087010,0.0,1.0
GME,2017-07-13 00:00:00+00:00,21.16,21.43,21.04,21.24,1727879,17.7647928343,17.9914702476,17.6640473173,17.8319565123,1727879,0.0,1.0
GME,2017-07-14 00:00:00+00:00,21.02,21.3225,20.97,21.25,1193213,17.6472563977,17.9012190552,17.605279099,17.840351972,1193213,0.0,1.0
GME,2017-07-17 00:00:00+00:00,21.28,21.58,20.98,21.03,1718602,17.8655383513,18.1174021438,17.6136745587,17.6556518575,1718602,0.0,1.0
GME,2017-07-18 00:00:00+00:00,21.09,21.39,20.98,21.38,1088187,17.706024616,17.9578884086,17.6136745587,17.9494929488,1088187,0.0,1.0
GME,2017-07-19 00:00:00+00:00,21.35,21.47,21.06,21.15,972854,17.9243065696,18.0250520866,17.6808382368,17.7563973745,972854,0.0,1.0
GME,2017-07-20 00:00:00+00:00,21.1,21.34,21.1,21.3,1847086,17.7144200758,17.9159111098,17.7144200758,17.8823292708,1847086,0.0,1.0
GME,2017-07-21 00:00:00+00:00,20.78,21.18,20.72,21.14,3575380,17.4457653637,17.7815837538,17.3953926052,17.7480019148,3575380,0.0,1.0
GME,2017-07-24 00:00:00+00:00,20.8,20.995,20.65,20.7,1584269,17.4625562832,17.6262677484,17.3366243869,17.3786016857,1584269,0.0,1.0
GME,2017-07-25 00:00:00+00:00,21.26,21.37,20.94,20.99,2101203,17.8487474318,17.9410974891,17.5800927197,17.6220700185,2101203,0.0,1.0
GME,2017-07-26 00:00:00+00:00,21.04,21.3271,20.95,21.28,1769873,17.6640473173,17.9050809667,17.5884881795,17.8655383513,1769873,0.0,1.0
GME,2017-07-27 00:00:00+00:00,21.7,21.755,21.03,21.09,3475079,18.2181476609,18.2643226895,17.6556518575,17.706024616,3475079,0.0,1.0
GME,2017-07-28 00:00:00+00:00,21.5,21.729,21.4,21.64,1232880,18.0502384658,18.2424944941,17.9662838683,18.1677749023,1232880,0.0,1.0
GME,2017-07-31 00:00:00+00:00,21.69,21.76,21.41,21.55,1369416,18.2097522011,18.2685204194,17.9746793281,18.0922157646,1369416,0.0,1.0
GME,2017-08-01 00:00:00+00:00,21.36,21.69,21.14,21.69,3059060,17.9327020293,18.2097522011,17.7480019148,18.2097522011,3059060,0.0,1.0
GME,2017-08-02 00:00:00+00:00,21.38,21.62,21.2718,21.32,1114494,17.9494929488,18.1509839828,17.8586540743,17.8991201903,1114494,0.0,1.0
GME,2017-08-03 00:00:00+00:00,21.66,21.82,21.32,21.32,1047946,18.1845658218,18.3188931779,17.8991201903,17.8991201903,1047946,0.0,1.0
GME,2017-08-04 00:00:00+00:00,21.93,22.11,21.6874,21.78,1136118,18.4112432351,18.5623615107,18.2075693816,18.2853113389,1136118,0.0,1.0
GME,2017-08-07 00:00:00+00:00,22.17,22.255,21.825,21.94,1276275,18.6127342692,18.6840956771,18.3230909077,18.4196386949,1276275,0.0,1.0
GME,2017-08-08 00:00:00+00:00,21.94,22.37,21.9,22.2,1422533,18.4196386949,18.7806434642,18.3860568559,18.6379206484,1422533,0.0,1.0
GME,2017-08-09 00:00:00+00:00,22.08,22.12,21.62,21.75,1502404,18.5371751314,18.5707569704,18.1509839828,18.2601249596,1502404,0.0,1.0
GME,2017-08-10 00:00:00+00:00,21.47,21.91,21.46,21.91,1517745,18.0250520866,18.3944523156,18.0166566268,18.3944523156,1517745,0.0,1.0
GME,2017-08-11 00:00:00+00:00,21.76,21.83,21.07,21.24,1616078,18.2685204194,18.3272886376,17.6892336965,17.8319565123,1616078,0.0,1.0
GME,2017-08-14 00:00:00+00:00,21.85,21.99,21.715,21.95,1532902,18.3440795571,18.4616159936,18.2307408505,18.4280341546,1532902,0.0,1.0
GME,2017-08-15 00:00:00+00:00,20.93,21.77,20.78,21.7,3886017,17.57169726,18.2769158791,17.4457653637,18.2181476609,3886017,0.0,1.0
GME,2017-08-16 00:00:00+00:00,21.39,21.49,21.08,21.12,2412361,17.9578884086,18.0418430061,17.6976291563,17.7312109953,2412361,0.0,1.0
GME,2017-08-17 00:00:00+00:00,21.1,21.66,21.0,21.37,1928060,17.7144200758,18.1845658218,17.6304654782,17.9410974891,1928060,0.0,1.0
GME,2017-08-18 00:00:00+00:00,21.22,21.33,20.97,21.05,2117015,17.8151655928,17.90751565,17.605279099,17.672442777,2117015,0.0,1.0
GME,2017-08-21 00:00:00+00:00,20.98,21.36,20.97,21.16,1633080,17.6136745587,17.9327020293,17.605279099,17.7647928343,1633080,0.0,1.0
GME,2017-08-22 00:00:00+00:00,21.64,21.69,21.09,21.12,2468755,18.1677749023,18.2097522011,17.706024616,17.7312109953,2468755,0.0,1.0
GME,2017-08-23 00:00:00+00:00,21.48,21.82,21.21,21.59,2428181,18.0334475463,18.3188931779,17.806770133,18.1257976036,2428181,0.0,1.0
GME,2017-08-24 00:00:00+00:00,21.78,22.12,21.65,21.75,3669710,18.2853113389,18.5707569704,18.1761703621,18.2601249596,3669710,0.0,1.0
GME,2017-08-25 00:00:00+00:00,19.4,19.94,18.72,19.9,20500700,16.287191918,16.7405467446,15.7163006549,16.7069649056,20500700,0.0,1.0
GME,2017-08-28 00:00:00+00:00,19.15,19.7,18.96,19.41,5213366,16.0773054242,16.5390557105,15.9177916889,16.2955873778,5213366,0.0,1.0
GME,2017-08-29 00:00:00+00:00,18.75,19.07,18.64,18.93,4663522,15.7414870341,16.0101417462,15.6491369769,15.8926053097,4663522,0.0,1.0
GME,2017-08-30 00:00:00+00:00,18.79,18.97,18.68,18.75,2209062,15.7750688732,15.9261871487,15.6827188159,15.7414870341,2209062,0.0,1.0
GME,2017-08-31 00:00:00+00:00,18.5,18.87,18.47,18.83,2625788,15.5316005404,15.8422325512,15.5064141611,15.8086507122,2625788,0.0,1.0
GME,2017-09-01 00:00:00+00:00,18.67,18.88,18.6,18.6,2344330,15.6743233561,15.8506280109,15.6155551379,15.6155551379,2344330,0.0,1.0
GME,2017-09-05 00:00:00+00:00,18.94,18.96,18.555,18.69,2645975,15.9010007694,15.9177916889,15.577775569,15.6911142756,2645975,0.0,1.0
GME,2017-09-06 00:00:00+00:00,19.34,19.35,18.99,19.0,2914585,16.2368191595,16.2452146192,15.9429780682,15.9513735279,2914585,0.0,1.0
GME,2017-09-07 00:00:00+00:00,18.85,19.34,18.81,19.02,2793429,16.1444691022,16.5641396518,16.1102102818,16.2900690888,2793429,0.38,1.0
GME,2017-09-08 00:00:00+00:00,19.15,19.19,18.74,18.85,2216448,16.401410255,16.4356690754,16.0502573462,16.1444691022,2216448,0.0,1.0
GME,2017-09-11 00:00:00+00:00,19.2,19.45,19.13,19.21,2202901,16.4442337805,16.6583514079,16.3842808449,16.4527984856,2202901,0.0,1.0
GME,2017-09-12 00:00:00+00:00,19.53,19.94,19.21,19.26,3346965,16.7268690486,17.0780219575,16.4527984856,16.4956220111,3346965,0.0,1.0
GME,2017-09-13 00:00:00+00:00,20.02,20.04,19.55,19.6,1741603,17.1465395982,17.1636690084,16.7439984588,16.7868219843,1741603,0.0,1.0
GME,2017-09-14 00:00:00+00:00,20.08,20.3,19.89,20.06,1921714,17.1979278288,17.3863513409,17.035198432,17.1807984186,1921714,0.0,1.0
GME,2017-09-15 00:00:00+00:00,20.29,20.44,20.0,20.07,2490859,17.3777866358,17.5062572122,17.129410188,17.1893631237,2490859,0.0,1.0
GME,2017-09-18 00:00:00+00:00,20.17,20.63,20.1,20.39,2091345,17.2750101746,17.668986609,17.215057239,17.4634336867,2091345,0.0,1.0
GME,2017-09-19 00:00:00+00:00,20.19,20.26,19.92,20.17,1360346,17.2921395848,17.3520925205,17.0608925473,17.2750101746,1360346,0.0,1.0
GME,2017-09-20 00:00:00+00:00,20.1,20.185,20.005,20.13,1212896,17.215057239,17.2878572323,17.1336925406,17.2407513543,1212896,0.0,1.0
GME,2017-09-21 00:00:00+00:00,19.89,20.19,19.87,20.0,1415470,17.035198432,17.2921395848,17.0180690218,17.129410188,1415470,0.0,1.0
GME,2017-09-22 00:00:00+00:00,20.01,20.0356,19.86,19.87,1000901,17.1379748931,17.1599005382,17.0095043167,17.0180690218,1000901,0.0,1.0
GME,2017-09-25 00:00:00+00:00,20.44,20.47,20.01,20.03,1157650,17.5062572122,17.5319513275,17.1379748931,17.1551043033,1157650,0.0,1.0
GME,2017-09-26 00:00:00+00:00,20.65,20.77,20.34,20.55,2130134,17.6861160191,17.7888924803,17.4206101612,17.6004689682,2130134,0.0,1.0
GME,2017-09-27 00:00:00+00:00,20.85,20.97,20.5,20.78,2041166,17.857410121,17.9601865822,17.5576454427,17.7974571854,2041166,0.0,1.0
GME,2017-09-28 00:00:00+00:00,20.79,20.93,20.61,20.81,1720896,17.8060218905,17.9259277618,17.6518571988,17.8231513006,1720896,0.0,1.0
GME,2017-09-29 00:00:00+00:00,20.66,20.85,20.52,20.8,1563094,17.6946807242,17.857410121,17.5747748529,17.8145865956,1563094,0.0,1.0
GME,2017-10-02 00:00:00+00:00,20.47,20.68,20.35,20.65,1556662,17.5319513275,17.7118101344,17.4291748663,17.6861160191,1556662,0.0,1.0
